0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
The outlying area serviced by a urban center is referred to as a,redline area.,threshold.,range.,hinterland.,D,False,0.1093074306845665,0.7469807267189026,0.10430188477039337,0.0383705198764801
The best definition of an urban area is,the central city and its developed areas.,the central city and its surrounding suburbs.,the central city and its hinterlands.,the central city and the adjacent counties.,B,True,0.25565305352211,0.5245659947395325,0.1389961689710617,0.07796977460384369
Which of the following religions developed first?,Buddhism,Christianity,Islam,Hinduism,D,False,0.16833312809467316,0.6554486155509949,0.1352594494819641,0.018886452540755272
Which one of the following is NOT a characteristic of world cities?,World cities contain the headquarters of many transnational corporations.,World cities are well connected to secondary-level world cities.,World cities contain many offices of multinational organizations.,World cities are found only in the northern and western hemispheres.,D,False,0.3048156499862671,0.18488004803657532,0.2732349932193756,0.23371027410030365
Which type of transportation system created the star-shaped city pattern?,Highways to airports that link cities,Interstate highways that link cities,Beltways around cities,Streetcar and trolley lines extending from the CBD,D,False,0.26240217685699463,0.26240217685699463,0.3531007170677185,0.12013646960258484
In which urban US setting below would you expect to find planned communities?,Ghettos,Suburbs,CBDs,Transition zones,B,True,0.01652367040514946,0.9307994842529297,0.03841868415474892,0.013071299530565739
The latitude and longitude coordinates of a place are an example of,a formal region.,a functional region.,an absolute location.,a relative location.,C,True,0.04009006917476654,0.04334769770503044,0.8571634888648987,0.058330707252025604
The voluntary association of three or more countries willing to give up some measure of sovereignty is called,nationalism.,devolution.,supranationalism.,complementarity.,C,True,0.0017690182430669665,0.001825172919780016,0.9908367395401001,0.004447312094271183
The key factor Thomas Malthus failed to recognize in his population theory was,population is limited by their means of subsistence.,all populations have the potential to increase more than the actual rate of increase.,wars and famine inhibit population's reproductive capacity.,technology's ability to raise the Earth's carrying capacity.,D,False,0.26853862404823303,0.2814260423183441,0.19956094026565552,0.24450719356536865
Which pair of religions are both universalizing religions?,Islam and Judaism,Judaism and Buddhism,Hinduism and Buddhism,Christianity and Buddhism,D,False,0.45298507809638977,0.4673643708229065,0.05410135164856911,0.024385390803217888
Which urban model theorizes that high-rent residential areas grow outward from the center of the city along major highways with lower-rent inhabitants taking over sequentially?,Concentric zone model,Central place model,Urban realms model,Sector model,D,False,0.8395631909370422,0.12875118851661682,0.02344733290374279,0.002980993827804923
"When a country combines its religion with its government, it is called a",dictatorship.,theocracy.,democracy.,autocracy.,B,True,0.0012033969396725297,0.9961504936218262,0.0014069135067984462,0.00036701533826999366
What is the chief religion practiced in Europe?,Christianity,Islam,Hinduism,Animism,A,True,0.9933995008468628,0.0031617728527635336,0.0022072731517255306,0.0003492413379717618
Which group enacted the first effective settlement in the eastern United States?,French,"British (English, Scotch-Irish, Welsh, Scottish)",Russian,Chinese,B,True,0.09214884042739868,0.8880517482757568,0.008307469077408314,0.004807994235306978
"A population pyramid, or age-sex structure, displays all the following information about a country's population EXCEPT",future social spending needs of the population.,"the impact of ""baby booms"" on the population.",the impact of wars on the population.,a quick visual depiction of the country's demographics.,B,False,0.36958664655685425,0.17732961475849152,0.2703953683376312,0.174580380320549
The Rhine River is an example of which type of boundary?,Geometric,Artificial,Natural,Relict,C,False,0.15725484490394592,0.5662964582443237,0.24356108903884888,0.0252731554210186
Which type of economic activity is most closely tied to the physical environment?,Primary,Secondary,Tertiary,Quaternary,A,True,0.9039921760559082,0.046435799449682236,0.023717084899544716,0.004818418063223362
The majority of workers in periphery countries are probably employed in which type of activities?,Primary,Secondary,Tertiary,Quaternary,A,False,0.17700007557868958,0.15378034114837646,0.5713632702827454,0.015957042574882507
All of the following are non-basic jobs in the city EXCEPT,city firefighter.,social worker.,dry cleaner.,garment factory worker.,D,False,0.1753092110157013,0.23224696516990662,0.5571315288543701,0.033985238522291183
Transnational corporations distribute their operations,manufacturing goods where production costs are the highest.,conducting accounting and research services where economical.,based on comparative advantage.,with headquarters located in LDCs.,C,True,0.14682383835315704,0.0414135679602623,0.781416654586792,0.0267386082559824
Which of the following is LEAST associated with the development of alluvial landscapes?,A deep cover of loose materials,A predominance of gentle slopes,Frequent flooding,Deep dissection and erosion,D,False,0.24355611205101013,0.13450446724891663,0.4274543225765228,0.19266876578330994
Which of the following is LEAST self-sufficient in the natural resources needed for modern industry?,United States,Japan,France,United Kingdom,B,False,0.5041889548301697,0.24191251397132874,0.114271380007267,0.13783758878707886
One of the effects of the east–west orientation of the Alpine mountain system and the northern plains of western and central Europe is that it,limits the marine climate of Europe to coastal areas,provides a corridor for communication between southern and northern Europe,enables marine-like climatic conditions to extend eastward into Germany and Poland,effectively prevents population movement between parts of the Mediterranean region,C,False,0.3786686360836029,0.30426880717277527,0.21915660798549652,0.09574242681264877
The largest Hindu temple complex ever constructed is found in,Calcutta.,Bombay.,Cambodia.,Bali.,C,True,0.04227439686655998,0.21468709409236908,0.43367984890937805,0.30752506852149963
Which term describes the forces that unify and strengthen a country?,Diffusion,Centrifugal,Centripetal,Ethnocentric,C,True,0.00767145212739706,0.008558123372495174,0.9587505459785461,0.020529869943857193
Which one of the following statements best describes an application of the S-curve?,Graph of the Bantu migration,Graph of the growth of human populations since their first appearance on Earth,The chart showing how cities associate with one another based on their population sizes,A model showing the decrease in population growth for several countries after they industrialize,D,True,0.25157612562179565,0.23633389174938202,0.195927694439888,0.31309154629707336
Which of the following items is NOT a challenge to the state?,Transnational corporations,EU,World Trade Organization,Good transportation network,D,False,0.7314366698265076,0.14629653096199036,0.05640234053134918,0.06098547205328941
"National sports teams, flags, national anthems, and national holidays all promote",nationalism.,sectarianism.,political unrest.,functional disputes.,A,True,0.9974881410598755,0.0006865956820547581,0.00044329947559162974,0.00026887471904046834
"The process whereby immigrants learn the values, language, and customs of their new country is called",assimilation.,acculturation.,adaptation.,amalgamation.,B,False,0.9962558746337891,0.0021455141250044107,0.0004224767326377332,0.00031890219543129206
"On which of the following can one most accurately depict true geographical distance, true direction, true size, and true shape?",A Mercator projection,A globe,A conic projection,A gnomonic projection,B,True,0.06563016772270203,0.8919503092765808,0.019099466502666473,0.0216425321996212
Which of the following could be considered a higher-order central place function?,Winn-Dixie grocery store,Mercedes-Benz dealership,Shoe store,Family doctor,B,True,0.3873278796672821,0.5635586977005005,0.02085088938474655,0.025949351489543915
Which geographer viewed the US urban community of the 1920s as a set of concentric rings radiating outward from a central core?,Rostow,Ravenstein,Von Thünen,Burgess,D,True,0.09423006325960159,0.14368370175361633,0.3187761902809143,0.4357154071331024
"To get to school in the morning, we ALL use this as our guide:",Rand-McNally Road Atlas.,world globe.,road map.,mental map.,D,False,0.0007649070466868579,0.0009669329738244414,0.9961262345314026,0.0008942668791860342
"Of these, the map using the smallest map scale would be the map of",the world.,"Atlanta, Georgia.","Main Street, Small Town, Ohio.",Pennsylvania.,A,False,0.09585527330636978,0.25254499912261963,0.6153643131256104,0.03364836424589157
An earlier boundary formed before meticulous geographic knowledge and mapping was available is known as,an antecedent boundary.,a geometric boundary.,a relict boundary.,a subsequent boundary.,A,True,0.995872437953949,0.0015208115801215172,0.0007647121674381196,0.0008140318095684052
Which of the following jobs is in the non-basic employment sector?,Software engineer,F-10 pickup truck assembly-line worker,Oil refinery worker,Parking lot attendant,D,False,0.37353307008743286,0.479625940322876,0.060977593064308167,0.0795297771692276
In which of the following regions is subsistence agriculture being replaced by large-scale commercial development?,The Swiss Alps,The Amazon Basin,North Africa,The Alaskan tundra,B,True,0.08903324604034424,0.7454662322998047,0.11794989556074142,0.046189840883016586
A strong movement away from all religions is called,secularism.,heathenism.,sacrilege.,nationalism.,A,True,0.9988112449645996,0.00016076538304332644,0.0002734711451921612,0.00020967760065104812
Regions share all of these characteristics EXCEPT,boundaries.,common features.,relative location.,easily defined.,D,False,0.21571412682533264,0.3188048005104065,0.3188048005104065,0.14146877825260162
Which of the following U.S. main immigration flow associations is NOT correct?,"Pioneer settlement to 1870—Germans, British, Scotch-Irish, Africans",1870–1914—Asians,1870–1914—Eastern and southern Europeans,1965–present—Hispanics,B,False,0.3374209702014923,0.2283104658126831,0.19835954904556274,0.23190581798553467
Which one of the statements below is characteristic of most African cities?,"They have thriving, clean residential areas.",There are jobs for most rural-to-urban migrants.,They have three separate business districts.,They have a well-developed infrastructure.,C,False,0.4418509006500244,0.4216170907020569,0.06073969602584839,0.06991096585988998
Which country faces a serious trade disadvantage due to its location?,Singapore,Italy,Spain,Mongolia,D,False,0.42261672019958496,0.40326371788978577,0.12298846989870071,0.034152667969465256
"In which zone of Burgess's concentric zone model would one find better houses, single-family homes, and higher-rent apartments?",First,Second,Third,Fourth,C,False,0.2906552255153656,0.3972786068916321,0.1818874180316925,0.0529322549700737
The theory that every society develops economically according to a five-stage pattern of growth is attributed to,Rostow.,Ravenstein.,von Thünen.,Burgess.,A,True,0.9386432766914368,0.027046578004956245,0.014476990327239037,0.017462583258748055
Which of the following would NOT be considered a barrier to diffusion of a cultural trait?,Language,Religion,Oceans,Tolerant complaisant citizens,D,False,0.516103208065033,0.2806004285812378,0.13675373792648315,0.05881704390048981
The process of invasion and succession is a process involving migration and is best described as when,new residents tear down and rebuild housing units.,new residents live peacefully with old residents.,new residents assimilate with old residents completely.,new residents move into areas occupied by older resident groups.,D,True,0.004265592433512211,0.006504252087324858,0.007604240905493498,0.980518102645874
Which of the following best illustrates the definition of a functional region?,A map showing Atlanta as a hub for Delta Airlines,An article describing the region referred to as the South,A map showing North Carolina's one hundred counties,An essay explaining the region known as the Bible Belt,A,True,0.878168523311615,0.08296870440244675,0.019401269033551216,0.018225805833935738
New stores opening around a large shopping mall reflect which concept?,Gravity concept,Distance decay,Complementarity,Movement bias,D,False,0.0057884398847818375,0.9734659194946289,0.010319010354578495,0.009106493555009365
The birth of an urban industrial workforce in Europe contributed to the start of the,First Agricultural Revolution.,Second Agricultural Revolution.,Third Agricultural Revolution.,Fourth Agricultural Revolution.,B,True,0.17753170430660248,0.6805485486984253,0.10600902140140533,0.0328400582075119
Which of the following statements about East Asia's industrial regions is true?,Japan has a rich natural resource base.,China lacks natural resources but has a massive labor force.,China is industrializing rapidly.,Taiwan lacks industrial enterprise and an educated workforce.,C,True,0.09209781885147095,0.2836812436580658,0.5912424921989441,0.030848905444145203
Which of the following statements best describes the United Nations?,The UN operates a worldwide police force.,Member states surrender sovereignty to the UN.,World laws are enforced by the UN.,The UN often practices interventionism in world conflicts.,D,True,0.24553094804286957,0.23797674477100372,0.08754675835371017,0.41766223311424255
Which of the following is a formal region?,Dixie,Pennsylvania,The market area of Winn-Dixie,The Pacific Northwest,B,False,0.6791961789131165,0.17443200945854187,0.11439530551433563,0.029379144310951233
The concentration of production activities and people spatially to benefit everyone is called,the substitution principle.,deglomeration.,agglomeration.,infrastructure.,C,True,0.014194609597325325,0.04727526754140854,0.9348278045654297,0.0023172064684331417
"Which language family contains Italian, Spanish, Portuguese, and Romanian?",European,Slavic,Germanic,Romance,D,True,0.002279154025018215,0.0003283432452008128,0.002351502189412713,0.9941909909248352
"Ankara, Turkey and Islamabad, Pakistan are both examples of",desert cities.,forward-thrust capitals.,old colonial capitals.,rival cities.,B,True,0.22513313591480255,0.6314014792442322,0.1097211167216301,0.03143562749028206
Which of the following is NOT an example of syncretism?,Halloween,Foreign cuisine changed to suit American tastes,Hasidic Judaism,Catholicism in Louisiana,C,False,0.623174786567688,0.28531020879745483,0.04307539761066437,0.04657560959458351
The theory that whoever controlled the landmass of Europe would rule the world is called the,devolution theory.,domino theory.,heartland theory.,rimland theory.,C,True,0.0012208749540150166,0.0024662353098392487,0.9795249700546265,0.015345430932939053
Which group represents the Persian (Iranian) variation of Islam and believes in the infallibility and divine right to authority of the Imams descended from Ali?,Sunni,Shiite,Imam,Untouchables,B,True,0.0006801449344493449,0.9881165027618408,0.0008597837295383215,0.0005380388465709984
The multiplier effect is,the addition of non-basic workers to an urban economy that has added more basic workers.,a ratio of urban to rural workers in an economy.,the ratio of city workers to farm workers in an economy.,the addition of rural jobs created by the urban economy.,A,True,0.7652556896209717,0.13936340808868408,0.029212158173322678,0.0638052225112915
The sacred book of the Hindu is called the,Talmud.,Bible.,Torah.,Veda.,D,True,0.000577626284211874,0.001301701064221561,0.019735554233193398,0.9658870100975037
Which of the following is a distinct characteristic of an East European city?,A central park,Prominent religious buildings,A large central square surrounded by government and administrative buildings,Luxury apartment buildings,C,True,0.12558266520500183,0.16637003421783447,0.6377614736557007,0.06827811896800995
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,Italy,Russia,Japan,Brazil,C,False,0.5998629927635193,0.23860900104045868,0.10103341192007065,0.05324086174368858
Which of the following is an example of a bulk-gaining industry?,Steel,Bottled orange juice,Paper,Copper,B,False,0.7311379909515381,0.2373657524585724,0.019790999591350555,0.010593358427286148
Which of the following is NOT a feature of an export processing zone (EPZ)?,Tariff reductions on exports,Raw materials imported duty-free,Exemption from customs duties,Strict pollution regulations,D,False,0.3375728726387024,0.17513050138950348,0.1778884083032608,0.3073635995388031
Which of the following characteristics is NOT true of a state?,Independent territory,Internationally recognized,Boundaries,A national language,D,False,0.307590126991272,0.20812590420246124,0.307590126991272,0.1752595603466034
"You are planning to move from your hometown to Pittsburgh. Along the way, you stop in Columbus, Ohio to visit a relative and fall in love with the city! You decide to stay and make Columbus your new home. This is an example of",intervening opportunity.,distance decay.,involuntary migration.,push-pull factors.,A,False,0.0810842290520668,0.03890463709831238,0.7814205288887024,0.09479706734418869
A large node of office and commercial land use outside the central city with more jobs than residents is a(n),suburb.,primate city.,town.,edge city.,D,False,0.2896163761615753,0.6227730512619019,0.02304173819720745,0.05976571887731552
Which crop began the Third Agricultural Revolution?,Rice,Wheat,Barley,Millet,A,False,0.15967625379562378,0.6936020255088806,0.07425635308027267,0.05024436488747597
Which factor in the last quarter century greatly destabilized Eastern Europe and led to ethnic conflict?,The introduction of new languages,The end of the Cold War,The invasion by the Soviets,The acceptance of many Eastern European countries into the EU,B,True,0.009719965048134327,0.9609591960906982,0.009420913644134998,0.018735723569989204
"If I wanted to ship a small piece of very valuable jewelry to my aunt who lives in Poughkeepsie, which mode of transportation makes the most sense?",Truck,Air,Ship,Railroad,B,False,0.07303772121667862,0.10626926273107529,0.7975950837135315,0.010040240362286568
Which of the following is a functional region?,Dixie,Pennsylvania,The market area of Winn-Dixie,The Pacific Northwest,C,False,0.5934816002845764,0.17819547653198242,0.19879142940044403,0.026903493329882622
Which type of city model contains a distinct residential spine proceeding outward from center city along the main boulevard?,European,Muslim,Sub-Saharan African,Latin American,D,False,0.6048463582992554,0.2368612289428711,0.070016048848629,0.03155870735645294
What family do most European languages belong to?,Ural-Altaic,Basque,Indo-European,Phoenician,C,True,0.00042965859756805,0.00032943065161816776,0.9974835515022278,0.0008816022309474647
"What do the terms apartheid, ethnic cleansing, and integration all have in common?",They all occurred in Nazi Germany during World War I.,They are all forms of residential segregation.,They are all ways to integrate different ethnic populations in neighborhoods.,They are different expressions for the same concept.,B,True,0.002145883860066533,0.996427595615387,0.0006544576026499271,0.00016290736675728112
Which one of the statements below correctly describes immigrants living in Europe?,Most find citizenship easy to get in host countries.,Muslims immigrants from North Africa are well integrated in France.,Immigrants to European cities rarely bring their families.,They are usually restricted to certain neighborhoods.,D,False,0.6114588975906372,0.2180224061012268,0.07534652203321457,0.08947620540857315
Which of the following activities are NOT secondary economic activities?,Assembling automotive parts,Sewing shirts,Mining copper,Binding books,C,False,0.46478071808815,0.33476901054382324,0.12124530225992203,0.07828184962272644
Johnny and Susie are moving to Scotland to renovate and live in the family castle. What makes their move a migration?,They are crossing another country's borders.,They are not taking anything with them.,They are moving permanently.,They will be gone more than one year.,C,True,0.04526142403483391,0.01744983345270157,0.923416256904602,0.01126645877957344
Which of the following entities is a state?,Antarctica,American Samoa,Egypt,Marshall Islands,C,False,0.1060609370470047,0.7715402245521545,0.07639282941818237,0.04153405874967575
What is the most abundant fossil fuel?,Phosphate,Oil,Petroleum,Coal,D,False,0.0007389882812276483,0.9929216504096985,0.001317388960160315,0.003210018388926983
A rejection of or indifference to religion in a country is called,polytheism.,animism.,secularism.,monotheism.,C,True,0.0005182588356547058,0.00035619374830275774,0.9974675178527832,0.0009384456789121032
"In a postindustrial economy, which of the following resources is considered most important to increase productivity?",Energy,Labor,Information,Specialization,C,True,0.0435154028236866,0.026393428444862366,0.8877942562103271,0.03900695592164993
A city that is more than twice as large as the next largest city in a country is called a,global city.,world leader city.,megalopolis.,primate city.,D,False,0.46599873900413513,0.05742231011390686,0.4587740898132324,0.01697400212287903
Every country with a seacoast has an exclusive economic zone (EEZ) under the UN Convention on the Law of the Sea. Which one of the following statements regarding the Law of the Sea and the EEZ is NOT correct?,The EEZ extends up to 200 nautical miles (370 km) from the coastline.,Countries have the right to exploit natural resources in their EEZ.,Countries can exploit resources on the continental shelf extending up to 350 nautical miles (560 km) beyond their EEZ.,A country does not have the right to exploit living resources in its EEZ.,D,True,0.09696362167596817,0.07319197803735733,0.3280237019062042,0.5001764297485352
Which of the following is MOST likely to experience population pressure?,An industrial society with abundant natural resources and large imports of food,A society with a highly mechanized agricultural sector,A non-ecumene,A slash-and-burn agricultural society,D,False,0.40679505467414856,0.23178482055664062,0.1593032330274582,0.19825607538223267
"Part of the boundary between the United States and Mexico is the Rio Grande, an example of",a water divider.,a watercourse.,an artificial boundary.,a natural boundary.,D,False,0.4583743214607239,0.5275856256484985,0.008798322640359402,0.0041560339741408825
"When we talk about diffusion of a cultural trait, what do we mean by ""hearth""?",Destination,Origin point,All locations along the diffusion path,Axis point,B,True,0.274093896150589,0.6999232769012451,0.016205420717597008,0.006969864014536142
The distance north and south of the equator is the,global grid system.,Prime Meridian,latitude.,longitude.,C,True,0.0018564716447144747,0.0021704353857785463,0.9922029972076416,0.002830781042575836
Why are perceptual or vernacular regions so difficult to identify?,Boundaries are constantly being redrawn.,"Physical features, such as rivers, are constantly shifting.",Defining criteria are subjective and differ among researchers.,Antecedent boundaries were drawn before humans were located in the regions.,C,True,0.17699207365512848,0.06021851673722267,0.6784799695014954,0.0797765776515007
Which structure(s) traditionally occupies the center of a historic Asian city?,A central market,High-density housing,A religious building,Government office buildings,C,False,0.5966982245445251,0.08596253395080566,0.26067814230918884,0.052959974855184555
Which description best describes the urban hierarchy model in which the population of a city is inversely proportional to its rank in the hierarchy?,Multiplier effect,Rank-size rule,Central place theory,Burgess's sector model,B,True,0.0017217344138771296,0.994964599609375,0.0015194251900538802,0.000764015014283359
Which of the following is a major concern in countries with a large and rapidly aging population?,Immunization,Adequate schools,Daycare facilities,Health care,D,True,0.02927914820611477,0.014494229108095169,0.01495432574301958,0.9397609829902649
Which of the following capital cities is located OUTSIDE the central core area of the country?,"Abuja, Nigeria","Paris, France","London, United Kingdom","Cairo, Egypt",A,True,0.9480901956558228,0.024488402530550957,0.0071265315636992455,0.01791609823703766
"Spanish colonial architecture, uneven economic development, and rural-to-urban migration flows are most commonly found in which of the following?",Southeast Asia,Sub-Saharan Africa,North America,Latin America,D,True,0.003049080027267337,0.005521170329302549,0.3524256944656372,0.6381605267524719
The purpose for the creation of NATO was to,defend North America and Western Europe against the threat of communism.,form an economic alliance for trade between Europe and North America.,defend Europe against a second Nazi invasion.,defend northern Europe against Chinese missiles.,A,True,0.9580047726631165,0.025932002812623978,0.00969008170068264,0.005608188454061747
Which of the following is NOT a key milestone reached by the EU?,The introduction of a common currency used by many EU countries,A customs union,A single market,A common European language,D,True,0.29211103916168213,0.11087284982204437,0.09784494340419769,0.4968976378440857
The use and spread of English in nineteenth-century India is an example of what type of diffusion?,Stimulus,Contagious,Hierarchal,Relocation,C,False,0.2894240915775299,0.5846527218818665,0.08292139321565628,0.03298385068774223
The theory that most migration occurs over a short distance and in steps is attributed to,Rostow.,Ravenstein.,von Thünen.,Burgess.,B,True,0.1432909369468689,0.4625488221645355,0.33316144347190857,0.05354391410946846
"The way of life based on breeding and herding of animals that are used as a source of food, shelter, and clothing is called",swidden.,subsistence farming.,pastorialism.,hunting and gathering.,C,True,0.0024382639676332474,0.021063385531306267,0.9684154987335205,0.006732262670993805
The European Union (EU) replaced which of the following organizations?,NATO,EEC,UN,ASEAN,B,True,0.004937380086630583,0.9860527515411377,0.0010512289591133595,0.0005043851560913026
"The attempt by core countries to stimulate increased agricultural production in the periphery through use of technology, hybrid seed, and fertilizers is called the",First Agricultural Revolution.,Second Agricultural Revolution.,Third Agricultural Revolution.,Green Revolution.,D,True,0.0006902557797729969,0.0029983343556523323,0.0071926298551261425,0.9872584939002991
Shifting cultivation is most often practiced in,alpine tundra.,tropical forests.,flood plains.,deserts.,B,True,0.008718999102711678,0.9767731428146362,0.011195417493581772,0.002239224035292864
The migration streams into the United States between 1980 and the present have been primarily composed of emigrants from which of the following regions?,Europe and North Africa,Asia and Latin America,Sub-Saharan Africa and Oceania,Central Europe and Australia,B,True,0.13173729181289673,0.832605242729187,0.017552295699715614,0.01701226644217968
Which one of the following North American associations is NOT correct?,Southeast—African Americans,Oklahoma and the Southwest—Native Americans,Quebec and northern Maine—French Americans and French Canadians,Southern prairie provinces—African Americans,D,False,0.4446765184402466,0.21671801805496216,0.12156778573989868,0.21335811913013458
Which of the following countries is NOT a federal state?,Canada,United States,France,People's Republic of China,C,False,0.4886567294597626,0.27842819690704346,0.1883939504623413,0.04269834980368614
Which of the following world regions is NOT considered one of the world's most densely populated regions?,South Asia,Europe,South America,Northeast United States,C,False,0.5067106485366821,0.16972680389881134,0.15214210748672485,0.16972680389881134
"Olives, grapes, and chickpeas are staple crops of which type of farming?",Pastoral nomadism,Subsistence,Plantation,Mediterranean,D,False,0.09171236306428909,0.4240736663341522,0.2532259523868561,0.22347113490104675
A person who practices the Hindu religion would be most likely to,visit a shrine built on the shore of a lake.,pray five times a day.,bathe in the Ganges River.,make a pilgrimage to Jerusalem.,C,False,0.29431214928627014,0.6230587959289551,0.06266266852617264,0.01823587529361248
"The language with the largest number of ""speakers"" is",English.,Russian.,Spanish.,Mandarin Chinese.,D,False,0.10234805196523666,0.3572298288345337,0.45158079266548157,0.08096397668123245
Which one of the following statements does NOT correctly describe the Green Revolution?,It changed centuries-old methods of farming.,It was an attempt to feed a growing world population.,"It centered on increased rice, wheat, and maize yields.",It greatly improved crop yields in sub-Saharan Africa.,D,False,0.16481336951255798,0.16225817799568176,0.37726154923439026,0.2938115894794464
"Historically, the world's major languages have spread by all of the following methods EXCEPT",Sanskrit records.,migration.,trade.,conquest.,A,False,0.2640877068042755,0.17592035233974457,0.18436293303966522,0.372423380613327
A primate city is,a large city located on the periphery of the country.,the most important city in a country.,when the largest city in a country is more than twice the size of the next largest city.,the largest city in a country.,C,True,0.03335908427834511,0.12589585781097412,0.7132486701011658,0.12394402176141739
"Which of the following factors would be considered a ""pull"" factor for Riva when considering a move from India to the United States?",Abject poverty,Better job and higher wages,India's caste system,Violence in her neighborhood,B,True,0.007879454642534256,0.984745979309082,0.002518424764275551,0.004087807144969702
All of the following are reasons major cities attract young people in Latin America EXCEPT,the availability of jobs.,the potential for decent housing.,educational opportunities.,their families live there already.,D,True,0.2184523642063141,0.13249805569648743,0.15490591526031494,0.49229001998901367
"Which language family is most widely spoken in North America and Europe and includes Baltic, Celtic, Germanic, and Greek?",Dravidian,Uralic-Altaic,Sino-Tibetan,Indo-European,D,True,0.002611309289932251,0.0015113097615540028,0.00480293296277523,0.9896503686904907
Which theorist(s) tried to explain the prices of farm products as they relate to patterns of land use?,Rostow,Ravenstein,Von Thünen,Burgess,C,True,0.0012324141571298242,0.0016845104983076453,0.988783061504364,0.004301548004150391
Which of the following is NOT a spread effect in the core-periphery model of development?,Congestion in the core,High cost of labor in the core,High density in the core,More infrastructure in the core,D,False,0.278835266828537,0.21715712547302246,0.22757871448993683,0.2745123505592346
Which of the following is NOT an important environmental factor influencing a country's agriculture?,Number of frost-free days per year,Availability of sufficient rainfall,Reliability of sufficient rainfall,Amount of fertilizer produced in the country,D,False,0.36896124482154846,0.25757646560668945,0.11978418380022049,0.24578119814395905
Which of the following countries is situated in the region of tectonic activity known as the Pacific Ring of Fire?,Brazil,Australia,Chile,India,C,True,0.2882627248764038,0.25839707255363464,0.39400845766067505,0.05416296795010567
"Which one of the following statements is NOT true of the ""core"" countries?",They are technologically advanced.,They are wealthy.,They are powerful.,They are less developed.,D,True,0.17863816022872925,0.07804123312234879,0.3135197162628174,0.42853066325187683
"If you wanted to find the global distribution of coal, you would use a",reference map.,topographic map.,thematic map.,location map.,C,True,0.06240368261933327,0.06240368261933327,0.8349520564079285,0.037262942641973495
Which one of the following is NOT a centripetal force in a state?,A high level of confidence in central government,The existence of strong separatist groups,The existence of national transportation networks,The national anthem,B,False,0.44149425625801086,0.3332573473453522,0.09547983109951019,0.1284821480512619
The cities of Varanasi (Benares) in India and Mecca in Saudi Arabia are alike because both are,capitals of countries formerly colonized by the English,destinations for vast numbers of pilgrims,financial centers for a large fraction of the world's economy,examples of modern urban planning,B,True,0.00864569190889597,0.9838132858276367,0.004148248583078384,0.0021187178790569305
China and Vietnam's dispute over the Spratley Islands is,a positional dispute.,a territorial dispute.,a resource dispute.,a functional dispute.,C,False,0.17361930012702942,0.7660443186759949,0.04529130086302757,0.01381306629627943
