0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.13671785593032837,0.23405876755714417,0.447175532579422,0.17808222770690918
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.22414739429950714,0.41157636046409607,0.2577402591705322,0.09700922667980194
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.4432889223098755,0.2834171950817108,0.14476637542247772,0.12433642148971558
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.9610578417778015,0.019157974049448967,0.00866872351616621,0.009358656592667103
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,True,0.12705062329769135,0.2916121780872345,0.342386931180954,0.22806929051876068
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,True,0.3730461597442627,0.31332316994667053,0.24832181632518768,0.06147345155477524
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.22146421670913696,0.2729366421699524,0.35632088780403137,0.14645767211914062
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.193875253200531,0.4412485659122467,0.2782065272331238,0.08242015540599823
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.27374398708343506,0.36701980233192444,0.2825251519680023,0.07355489581823349
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.09820018708705902,0.4539293050765991,0.29308047890663147,0.14498189091682434
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.6017739772796631,0.14598026871681213,0.10596384108066559,0.13873904943466187
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.3669879734516144,0.2918436825275421,0.21740415692329407,0.11201833933591843
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.15954840183258057,0.3509818911552429,0.336764931678772,0.14460285007953644
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.2298017293214798,0.29921072721481323,0.28386035561561584,0.1832866072654724
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.14155851304531097,0.5029062628746033,0.2665042579174042,0.08473151177167892
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.15748095512390137,0.3842770755290985,0.2744864225387573,0.1786751002073288
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.2140757441520691,0.3745376467704773,0.30690622329711914,0.0972147211432457
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.04900524020195007,0.06767065078020096,0.7554352283477783,0.11553992331027985
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.11555057018995285,0.4484874904155731,0.28811970353126526,0.142515629529953
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.2936682105064392,0.3788992762565613,0.21093545854091644,0.1075519397854805
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.2122928500175476,0.3466876447200775,0.3271653354167938,0.10457250475883484
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.15828150510787964,0.33579596877098083,0.36560946702957153,0.12941545248031616
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,True,0.1530722677707672,0.26961469650268555,0.4435701072216034,0.12878720462322235
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.3288341760635376,0.31284651160240173,0.22508490085601807,0.12969768047332764
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.3891557455062866,0.3859241008758545,0.1613343507051468,0.05755362659692764
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.5132577419281006,0.2092135101556778,0.1701211780309677,0.09825672954320908
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,True,0.16120201349258423,0.49782872200012207,0.11905509233474731,0.20408065617084503
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,True,0.29430466890335083,0.23940129578113556,0.3109312951564789,0.15245191752910614
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.2025914043188095,0.4323107898235321,0.2603861689567566,0.10182331502437592
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.12974654138088226,0.31661665439605713,0.41019293665885925,0.13911356031894684
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.12134746462106705,0.2622978091239929,0.5424326658248901,0.07229490578174591
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.5923842191696167,0.32161271572113037,0.04830333963036537,0.03245550021529198
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.17077650129795074,0.30465057492256165,0.256386935710907,0.2285992056131363
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,True,0.2774833142757416,0.2687798738479614,0.32670027017593384,0.11718675494194031
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.1009858027100563,0.4491403102874756,0.3651888966560364,0.08272791653871536
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,True,0.08889390528202057,0.3640477657318115,0.4089096188545227,0.12844255566596985
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.7301695942878723,0.20451363921165466,0.016288455575704575,0.015418188646435738
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.09756436944007874,0.5027341842651367,0.1103152185678482,0.2828303277492523
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.1301002949476242,0.49675261974334717,0.30353373289108276,0.064031220972538
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.2395102083683014,0.10877542942762375,0.5063202381134033,0.13786455988883972
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.0035460772924125195,0.0032850191928446293,0.9856060147285461,0.0030392417684197426
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.07159446179866791,0.20765480399131775,0.6444466710090637,0.07218034565448761
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.120875783264637,0.38852158188819885,0.39908090233802795,0.0884346142411232
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.3473934829235077,0.277889609336853,0.24324844777584076,0.12740027904510498
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.2851584553718567,0.37578293681144714,0.2861795723438263,0.04337931424379349
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.1512904316186905,0.4988318085670471,0.27221712470054626,0.07134632021188736
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.7036581039428711,0.10305771976709366,0.13294094800949097,0.04227286949753761
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.4329144358634949,0.2538151741027832,0.11699233204126358,0.18339528143405914
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.3683784306049347,0.22145654261112213,0.22290584444999695,0.16743123531341553
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.09170567244291306,0.42191606760025024,0.061962224543094635,0.4115234315395355
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.6212558150291443,0.3300226330757141,0.018552985042333603,0.027101587504148483
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.12109292298555374,0.3681558072566986,0.42318660020828247,0.08091722428798676
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.12172368168830872,0.2866258919239044,0.4697014093399048,0.11896088719367981
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.05514225363731384,0.47090545296669006,0.3585679829120636,0.10765628516674042
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.22809480130672455,0.39871326088905334,0.23534561693668365,0.1288631111383438
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,False,0.6620769500732422,0.02387901023030281,0.013871105387806892,0.2512385845184326
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.06947595626115799,0.8098232746124268,0.060202740132808685,0.054977722465991974
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.1570790410041809,0.36196789145469666,0.3450392484664917,0.12837398052215576
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.6764937043190002,0.21694660186767578,0.07159367948770523,0.02982061728835106
