0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.36838221549987793,0.46567872166633606,0.078433096408844,0.0861419066786766
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.29370397329330444,0.44784510135650635,0.14313989877700806,0.11147746443748474
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.3849436342716217,0.3292597532272339,0.13097047805786133,0.1531200110912323
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,True,0.5243686437606812,0.298776239156723,0.09852594882249832,0.0767320841550827
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.24159473180770874,0.417438268661499,0.17675448954105377,0.16093678772449493
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.3543943166732788,0.30790314078330994,0.1454431414604187,0.1896936297416687
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.322741836309433,0.40165868401527405,0.1727512627840042,0.1015552207827568
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.29294830560684204,0.30700719356536865,0.21770069003105164,0.17768213152885437
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.2508993446826935,0.47612324357032776,0.17244040966033936,0.09980085492134094
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.13690005242824554,0.5854471921920776,0.17037484049797058,0.10496491193771362
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.33561286330223083,0.4659522771835327,0.1178111881017685,0.07971503585577011
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.23548786342144012,0.43994924426078796,0.17499971389770508,0.147364541888237
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.3160179555416107,0.4252486526966095,0.1469620019197464,0.11093274503946304
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.5703701376914978,0.23045037686824799,0.11231254041194916,0.08477795869112015
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,True,0.3780058026313782,0.3284171223640442,0.14347481727600098,0.14802919328212738
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.18934811651706696,0.3482644855976105,0.18067723512649536,0.2798383831977844
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.3352523148059845,0.385873019695282,0.14195476472377777,0.13335415720939636
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.12827546894550323,0.4076586067676544,0.30294615030288696,0.1523309051990509
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.47643303871154785,0.33784160017967224,0.09092883765697479,0.09381522238254547
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.39269497990608215,0.14905020594596863,0.16627752780914307,0.21350455284118652
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.4099647104740143,0.3561835289001465,0.10528764873743057,0.12700115144252777
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.3430898189544678,0.39489394426345825,0.1322728991508484,0.12621569633483887
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.13618627190589905,0.49042564630508423,0.2504849135875702,0.1220766007900238
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.44046321511268616,0.4010463356971741,0.07303595542907715,0.08406388014554977
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.2504594326019287,0.40023303031921387,0.1642553061246872,0.18324004113674164
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.25779297947883606,0.38699308037757874,0.2039310187101364,0.14015960693359375
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,True,0.5390589833259583,0.3168964087963104,0.06747114658355713,0.07526949793100357
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.7968641519546509,0.1280677169561386,0.028575772419571877,0.044259022921323776
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.17898674309253693,0.38488197326660156,0.2371188998222351,0.1965784877538681
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.37372758984565735,0.4369317889213562,0.10707474499940872,0.08082425594329834
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,True,0.31443923711776733,0.3913259506225586,0.15810997784137726,0.1352386325597763
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.2542235255241394,0.4900286793708801,0.1339663863182068,0.12008669972419739
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.33910229802131653,0.428665429353714,0.12281470745801926,0.10838359594345093
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.18621419370174408,0.5388286113739014,0.16692130267620087,0.10445667803287506
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,False,0.45501503348350525,0.24355201423168182,0.12439418584108353,0.17270423471927643
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,False,0.39868953824043274,0.35738298296928406,0.14666970074176788,0.09322892874479294
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,False,0.36682525277137756,0.36113816499710083,0.1482107937335968,0.12096613645553589
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.345363587141037,0.4101293981075287,0.11038483679294586,0.13314951956272125
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.2738398313522339,0.5196567177772522,0.10557466000318527,0.09917821735143661
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.3123094141483307,0.4137427508831024,0.13643789291381836,0.13643789291381836
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.21014316380023956,0.48859748244285583,0.17695827782154083,0.1197359636425972
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,True,0.052120644599199295,0.08866020292043686,0.6865548491477966,0.1682475060224533
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,True,0.19617633521556854,0.4153052866458893,0.21545754373073578,0.1704409420490265
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.36807605624198914,0.34577545523643494,0.1633327603340149,0.11949680000543594
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.2510777711868286,0.38887685537338257,0.17528054118156433,0.18084454536437988
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,True,0.3150452673435211,0.35699304938316345,0.17128713428974152,0.15354080498218536
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.33436253666877747,0.3848489224910736,0.1460721790790558,0.1330002397298813
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,False,0.3905179798603058,0.28570905327796936,0.1482239067554474,0.14143623411655426
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.4278237521648407,0.34917956590652466,0.13674068450927734,0.08424348384141922
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.6677641272544861,0.2101213037967682,0.05926743522286415,0.0602007620036602
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.30492669343948364,0.2909630835056305,0.15574131906032562,0.20632372796535492
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.48267751932144165,0.2793523371219635,0.11111867427825928,0.12591396272182465
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,True,0.27461299300193787,0.4895505905151367,0.1127009466290474,0.12185878306627274
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,True,0.3325611352920532,0.3949261009693146,0.13228367269039154,0.13863210380077362
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.16725075244903564,0.43381544947624207,0.2550269365310669,0.14305716753005981
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,False,0.6447805166244507,0.21937553584575653,0.06384191662073135,0.06902956962585449
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.173532634973526,0.37903010845184326,0.2564646303653717,0.1630188226699829
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.2993551194667816,0.3554930090904236,0.20255379378795624,0.13921305537223816
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,True,0.21607732772827148,0.5347965359687805,0.15563465654850006,0.09293369203805923
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.15439745783805847,0.5305452346801758,0.21773533523082733,0.09512152522802353
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,True,0.48181846737861633,0.27027565240859985,0.06833638995885849,0.11993410438299179
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.14553675055503845,0.3658793568611145,0.18112340569496155,0.3033246397972107
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.2848823368549347,0.4922325313091278,0.14102698862552643,0.08035475015640259
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,True,0.21240538358688354,0.2562097907066345,0.2770288586616516,0.2522376477718353
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.14215727150440216,0.18540801107883453,0.6175029873847961,0.04912823811173439
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.1545080691576004,0.4834129512310028,0.27117007970809937,0.08942240476608276
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,True,0.1914869099855423,0.5205153226852417,0.18271808326244354,0.10410961508750916
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.39355140924453735,0.27048367261886597,0.14937525987625122,0.1590091437101364
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,False,0.4410476088523865,0.3599725663661957,0.13878177106380463,0.057852853089571
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.2789490818977356,0.45990926027297974,0.1402643918991089,0.11811447143554688
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.5655726194381714,0.15222179889678955,0.17248989641666412,0.07774729281663895
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.38317158818244934,0.3176604211330414,0.1263565868139267,0.16480006277561188
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,False,0.439729779958725,0.2883818447589874,0.13203081488609314,0.1341100037097931
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,False,0.38502296805381775,0.2193794697523117,0.14164204895496368,0.21262986958026886
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,True,0.463584303855896,0.3725004494190216,0.0831160917878151,0.07808033376932144
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.24854148924350739,0.4227833151817322,0.18760895729064941,0.1372576504945755
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,True,0.22633208334445953,0.47914499044418335,0.176267609000206,0.11741953343153
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,True,0.14124774932861328,0.6429972648620605,0.10173694789409637,0.11173616349697113
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,False,0.3943282961845398,0.3704371452331543,0.1260349005460739,0.10613202303647995
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.26695892214775085,0.0741318091750145,0.027701037004590034,0.6016011834144592
Which of the following mental disorders is most prevalent in the world?,Bipolar disorder,Schizophrenia,Alcohol use disorders,Anxiety disorders,D,False,0.17358000576496124,0.4868171513080597,0.16306331753730774,0.17358000576496124
"As of 2017, how many people in the world have some access to electricity?",60%,70%,80%,90%,C,False,0.33113086223602295,0.39322760701179504,0.15399013459682465,0.11992763727903366
Before Nixon resigned how many believed he should be removed from office?,79%,98%,33%,57%,D,False,0.6628631949424744,0.21520017087459564,0.0666659027338028,0.052737072110176086
